date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:59:21	20454/20454	---M--	200	added ('OK')	image/jpeg	etag:%224fe6-595fcdd25452f%22	https://egotype.design/work/web/html/kounter/images/about-image-11.jpg	F:/index/egotype.design/work/web/html/kounter/images/about-image-11.jpg	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:21	169530/169530	---M--	200	added ('OK')	image/jpeg	etag:%222963a-595fcdd296bc6%22	https://egotype.design/work/web/html/kounter/images/about-image-12-lg.jpg	F:/index/egotype.design/work/web/html/kounter/images/about-image-12-lg.jpg	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:21	71820/71820	---M--	200	added ('OK')	image/jpeg	etag:%221188c-595fcdd2c7917%22	https://egotype.design/work/web/html/kounter/images/about-image-12.jpg	F:/index/egotype.design/work/web/html/kounter/images/about-image-12.jpg	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:22	130520/130520	---M-Z	200	added ('OK')	application/javascript	etag:%221fdd8-595fcde7c2221-gzip%22	https://egotype.design/work/web/html/kounter/js/plugins/jquery1.11.2.min.js	F:/index/egotype.design/work/web/html/kounter/js/plugins/jquery1.11.2.min.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:22	44749/44749	---M-Z	200	added ('OK')	application/javascript	etag:%22aecd-595fcdea0e12a-gzip%22	https://egotype.design/work/web/html/kounter/js/plugins/bootstrap.min.js	F:/index/egotype.design/work/web/html/kounter/js/plugins/bootstrap.min.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:22	8487/8487	---M-Z	200	added ('OK')	application/javascript	etag:%222127-595fcde873e1e-gzip%22	https://egotype.design/work/web/html/kounter/js/plugins/scrollreveal.min.js	F:/index/egotype.design/work/web/html/kounter/js/plugins/scrollreveal.min.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:22	2375/2375	---M-Z	200	added ('OK')	application/javascript	etag:%22947-595fcdea43c9d-gzip%22	https://egotype.design/work/web/html/kounter/js/plugins/contact-form.js	F:/index/egotype.design/work/web/html/kounter/js/plugins/contact-form.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:22	1933/1933	---M-Z	200	added ('OK')	application/javascript	etag:%2278d-595fcde7943b2-gzip%22	https://egotype.design/work/web/html/kounter/js/plugins/newsletter-form.js	F:/index/egotype.design/work/web/html/kounter/js/plugins/newsletter-form.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:23	3409/3409	---M-Z	200	added ('OK')	application/javascript	etag:%22d51-595fcdeaf877a-gzip%22	https://egotype.design/work/web/html/kounter/js/plugins/jquery.ajaxchimp.min.js	F:/index/egotype.design/work/web/html/kounter/js/plugins/jquery.ajaxchimp.min.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:23	31726/31726	---M-Z	200	added ('OK')	application/javascript	etag:%227bee-595fcdeb7f3e8-gzip%22	https://egotype.design/work/web/html/kounter/js/plugins/photoswipe/photoswipe.min.js	F:/index/egotype.design/work/web/html/kounter/js/plugins/photoswipe/photoswipe.min.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:23	9876/9876	---M-Z	200	added ('OK')	application/javascript	etag:%222694-595fcdeb6ea43-gzip%22	https://egotype.design/work/web/html/kounter/js/plugins/photoswipe/photoswipe-ui-default.min.js	F:/index/egotype.design/work/web/html/kounter/js/plugins/photoswipe/photoswipe-ui-default.min.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:23	5629/5629	---M-Z	200	added ('OK')	application/javascript	etag:%2215fd-595fcdeb43ab4-gzip%22	https://egotype.design/work/web/html/kounter/js/plugins/jquery.countdown.min.js	F:/index/egotype.design/work/web/html/kounter/js/plugins/jquery.countdown.min.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:23	8841/8841	---M-Z	200	added ('OK')	application/javascript	etag:%222289-595fcde831787-gzip%22	https://egotype.design/work/web/html/kounter/js/plugins/prefixfree.min.js	F:/index/egotype.design/work/web/html/kounter/js/plugins/prefixfree.min.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:24	40273/40273	---M-Z	200	added ('OK')	application/javascript	etag:%229d51-5990753f228df-gzip%22	https://egotype.design/work/web/html/kounter/js/custom.js	F:/index/egotype.design/work/web/html/kounter/js/custom.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:24	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	F:/index/www.google-analytics.com/analytics.js	(from https://egotype.design/work/web/html/kounter/index-monochrome-cd.html)
10:59:25	261/261	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jul%202025%2005:29:23%20GMT	https://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.eot	F:/index/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.eot	(from https://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
10:59:25	261/261	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jul%202025%2005:29:24%20GMT	https://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.eot?	F:/index/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regulard41d.eot	(from https://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
10:59:25	261/261	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jul%202025%2005:29:24%20GMT	https://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.woff2	F:/index/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.woff2	(from https://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
10:59:25	261/261	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jul%202025%2005:29:24%20GMT	https://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.woff	F:/index/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.woff	(from https://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
10:59:25	261/261	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jul%202025%2005:29:24%20GMT	https://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.ttf	F:/index/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.ttf	(from https://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
10:59:26	261/261	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jul%202025%2005:29:25%20GMT	https://egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.svg	F:/index/egotype.design/work/web/html/kounter/css/fonts/glyphicons-halflings-regular.svg	(from https://egotype.design/work/web/html/kounter/css/plugins/bootstrap.min.css)
10:59:27	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-595fcdc46a80e%22	https://egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont.eot?v=4.7.0	F:/index/egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont3e6e.eot	(from https://egotype.design/work/web/html/kounter/css/icons/font-awesome.css)
10:59:27	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-595fcdc46a80e%22	https://egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont.eot?	F:/index/egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfontd41d.eot	(from https://egotype.design/work/web/html/kounter/css/icons/font-awesome.css)
10:59:28	261/261	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jul%202025%2005:29:27%20GMT	https://egotype.design/work/web/html/kounter/css/fonts/font-awesome/fontawesome-webfont.ttf?v=4.7.0	F:/index/egotype.design/work/web/html/kounter/css/fonts/font-awesome/fontawesome-webfont3e6e.ttf	(from https://egotype.design/work/web/html/kounter/css/icons/font-awesome.css)
10:59:28	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-595fcdc543518%22	https://egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont.woff?v=4.7.0	F:/index/egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont3e6e.woff	(from https://egotype.design/work/web/html/kounter/css/icons/font-awesome.css)
10:59:28	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-595fcdc55cb60%22	https://egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont.woff2?v=4.7.0	F:/index/egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont3e6e.html	(from https://egotype.design/work/web/html/kounter/css/icons/font-awesome.css)
10:59:29	124900/124900	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e7e4-595fcdc69e06e%22	https://egotype.design/work/web/html/kounter/fonts/linea/linea.eot	F:/index/egotype.design/work/web/html/kounter/fonts/linea/linea.eot	(from https://egotype.design/work/web/html/kounter/css/icons/linea.css)
10:59:29	124900/124900	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e7e4-595fcdc69e06e%22	https://egotype.design/work/web/html/kounter/fonts/linea/linea.eot?	F:/index/egotype.design/work/web/html/kounter/fonts/linea/linead41d.eot	(from https://egotype.design/work/web/html/kounter/css/icons/linea.css)
10:59:29	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-595fcdc4b7a88%22	https://egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont.svg?v=4.7.0	F:/index/egotype.design/work/web/html/kounter/fonts/font-awesome/fontawesome-webfont3e6e.svg	(from https://egotype.design/work/web/html/kounter/css/icons/font-awesome.css)
10:59:30	46112/46112	---M--	200	added ('OK')	application/font-woff	etag:%22b420-595fcdc78677e%22	https://egotype.design/work/web/html/kounter/fonts/linea/linea.woff	F:/index/egotype.design/work/web/html/kounter/fonts/linea/linea.woff	(from https://egotype.design/work/web/html/kounter/css/icons/linea.css)
10:59:30	124744/124744	---M--	200	added ('OK')	application/font-sfnt	etag:%221e748-595fcdc738563%22	https://egotype.design/work/web/html/kounter/fonts/linea/linea.ttf	F:/index/egotype.design/work/web/html/kounter/fonts/linea/linea.ttf	(from https://egotype.design/work/web/html/kounter/css/icons/linea.css)
10:59:31	547/547	---M--	200	added ('OK')	image/png	etag:%22223-595fcdc2cd620%22	https://egotype.design/work/web/html/kounter/css/icons/photoswipe/icons.png	F:/index/egotype.design/work/web/html/kounter/css/icons/photoswipe/icons.png	(from https://egotype.design/work/web/html/kounter/css/icons/photoswipe/icons.css)
10:59:31	2689/2689	---M--	200	added ('OK')	image/svg+xml	etag:%22a81-595fcdc2cf561%22	https://egotype.design/work/web/html/kounter/css/icons/photoswipe/icons.svg	F:/index/egotype.design/work/web/html/kounter/css/icons/photoswipe/icons.svg	(from https://egotype.design/work/web/html/kounter/css/icons/photoswipe/icons.css)
10:59:31	285284/285284	---M--	200	added ('OK')	image/svg+xml	etag:%2245a64-595fcdc762551%22	https://egotype.design/work/web/html/kounter/fonts/linea/linea.svg	F:/index/egotype.design/work/web/html/kounter/fonts/linea/linea.svg	(from https://egotype.design/work/web/html/kounter/css/icons/linea.css)
10:59:31	866/866	---M--	200	added ('OK')	image/gif	etag:%22362-595fcdc2e7c09%22	https://egotype.design/work/web/html/kounter/css/icons/photoswipe/preloader.gif	F:/index/egotype.design/work/web/html/kounter/css/icons/photoswipe/preloader.gif	(from https://egotype.design/work/web/html/kounter/css/icons/photoswipe/icons.css)
10:59:31	54388/54388	---M--	200	added ('OK')	application/font-woff	etag:%22d474-595fcdc945c57%22	https://egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-ExtraLight.woff	F:/index/egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-ExtraLight.woff	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:32	41056/41056	---M--	200	added ('OK')	text/html	etag:%22a060-595fcdc98b1ce%22	https://egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-ExtraLight.woff2	F:/index/egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-ExtraLight.html	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:32	122528/122528	---M--	200	added ('OK')	application/font-sfnt	etag:%221dea0-595fcdc944cb6%22	https://egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-ExtraLight.ttf	F:/index/egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-ExtraLight.ttf	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:32	54804/54804	---M--	200	added ('OK')	application/font-woff	etag:%22d614-595fcdc9db32a%22	https://egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Medium.woff	F:/index/egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Medium.woff	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:32	41320/41320	---M--	200	added ('OK')	text/html	etag:%22a168-595fcdc9e5f0d%22	https://egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Medium.woff2	F:/index/egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Medium.html	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:33	54256/54256	---M--	200	added ('OK')	application/font-woff	etag:%22d3f0-595fcdc881774%22	https://egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Bold.woff	F:/index/egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Bold.woff	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:33	119020/119020	---M--	200	added ('OK')	application/font-sfnt	etag:%221d0ec-595fcdc9a4817%22	https://egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Medium.ttf	F:/index/egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Medium.ttf	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:33	40916/40916	---M--	200	added ('OK')	text/html	etag:%229fd4-595fcdc8d5750%22	https://egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Bold.woff2	F:/index/egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Bold.html	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:33	117348/117348	---M--	200	added ('OK')	application/font-sfnt	etag:%221ca64-595fcdc8807d3%22	https://egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Bold.ttf	F:/index/egotype.design/work/web/html/kounter/fonts/montserrat/Montserrat-Bold.ttf	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:35	339590/339590	---M--	200	added ('OK')	image/jpeg	etag:%2252e86-595fcde32464e%22	https://egotype.design/work/web/html/kounter/images/page-image.jpg	F:/index/egotype.design/work/web/html/kounter/images/page-image.jpg	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:35	509543/509543	---M--	200	added ('OK')	image/jpeg	etag:%227c667-595fcde0c009d%22	https://egotype.design/work/web/html/kounter/images/page-image-2.jpg	F:/index/egotype.design/work/web/html/kounter/images/page-image-2.jpg	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:35	410286/410286	---M--	200	added ('OK')	image/jpeg	etag:%22642ae-595fcde0b0697%22	https://egotype.design/work/web/html/kounter/images/page-image-3.jpg	F:/index/egotype.design/work/web/html/kounter/images/page-image-3.jpg	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:37	210516/210516	---M--	200	added ('OK')	image/jpeg	etag:%2233654-595fcde1806fe%22	https://egotype.design/work/web/html/kounter/images/page-image-4.jpg	F:/index/egotype.design/work/web/html/kounter/images/page-image-4.jpg	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:38	372862/372862	---M--	200	added ('OK')	image/jpeg	etag:%225b07e-595fcde3fe2f8%22	https://egotype.design/work/web/html/kounter/images/page-slide-1.jpg	F:/index/egotype.design/work/web/html/kounter/images/page-slide-1.jpg	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:39	257007/257007	---M--	200	added ('OK')	image/jpeg	etag:%223ebef-595fcde4b5cb7%22	https://egotype.design/work/web/html/kounter/images/page-slide-2.jpg	F:/index/egotype.design/work/web/html/kounter/images/page-slide-2.jpg	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:39	339590/339590	---M--	200	added ('OK')	image/jpeg	etag:%2252e86-595fcde583ddd%22	https://egotype.design/work/web/html/kounter/images/page-slide-3.jpg	F:/index/egotype.design/work/web/html/kounter/images/page-slide-3.jpg	(from https://egotype.design/work/web/html/kounter/css/style.css)
10:59:40	1902947/1902947	---M--	200	added ('OK')	image/jpeg	etag:%221d0963-595fcde757add%22	https://egotype.design/work/web/html/kounter/images/page-image-bw.jpg	F:/index/egotype.design/work/web/html/kounter/images/page-image-bw.jpg	(from https://egotype.design/work/web/html/kounter/css/style.css)
